Feature,PC1,PC2,explained_variance_ratio_PC1,explained_variance_ratio_PC2
Length,1.210644373387133,-2.115708518239015,0.7303018783613296,0.2589069238425688
Width,1.2037600268839066,2.1269093722255485,0.7303018783613296,0.2589069238425688
Area,1.7411739335560812,0.004427730404263367,0.7303018783613296,0.2589069238425688
Perimeter,1.7474596796399533,-0.003792544456677034,0.7303018783613296,0.2589069238425688
